post_id,post_facebook_post_id,post_page_id,post_post_url,post_thumbnail_url,post_caption,post_total_comment_count,post_share_count,post_media_urls_count,post_creation_time,post_facebook_creation_time,post_created_at,post_updated_at,post_tagged_bank,post_tagged_banks,page_id,page_facebook_id,page_name,page_profile_url,page_profile_picture_url,page_is_business_page_active,page_delegate_page_id,page_is_additional_profile_plus,page_created_at,page_updated_at,post_reaction_Angry,post_reaction_Care,post_reaction_Haha,post_reaction_Like,post_reaction_Love,post_reaction_Sad,post_reaction_Wow,post_reactions_total,post_media_items,post_media_urls,post_media_types,comments_exported,comment_likes_sum,comment_replies_sum,unique_comment_authors,any_comment_tagged,comment_tagged_banks_union,verified_authors,any_verified_author,comments_export_coverage
3682,3785239475112864,3666,https://www.facebook.com/groups/bcub.bd/permalink/3785239475112864/,https://www.facebook.com/media/set/?set=pcb.3785239475112864&type=1,"৬ষ্ঠ  ইসলামিক ক্রেডিট কার্ড ঢাকা ব্যাংক   ব্যবসায়ীক ফাইলে কার্ড পাওয়া সত্যিই কঠিন কিন্ত আলহামদুলিল্লাহ পেলাম। আরও মজার বিষয় হলো আমার প্রতিটি কার্ডই ইসলামিক, আলহামদুলিল্লাহ।  কার্ডগুলো কতটা শরীয়াহ মেনে চলে সেটা ভিন্ন প্রসংগ তবে আমার বা আমাদের প্রচেষ্টা চালিয়ে যেতে হবে, তাহলে ছোট ছোট অসংগতি গুলো কাটিয়ে উঠে সত্যিকার অর্থেই ইসলামি ব্যাংকিং তথা ইসলামি ক্রেডিট কার্ড ডেভেলপ হবে ইনশাআল্লাহ।   ধন্যবাদ ঢাকা ব্যাংক ক্রেডিট কার্ড ডিভিশনকে।   কার্ডের বক্স ছিল অসাধারণ। অনেক গিফট ভাউচার কিন্ত মেয়াদ নাই, ৩১ ডিসেম্বর পর্যন্ত মেয়াদ। ২য়ত কার্ড এক্টিভিশন জটিল, এটা সহজ করতে হবে।",27,1,3,2025-12-26T20:56:50+00:00,1766782610,2025-12-29T20:57:59.279589+00:00,2025-12-30T18:56:07.721248+00:00,,,3666,2248656405437853,Bank Card Users Of Bangladesh (BCUB)🇧🇩,https://www.facebook.com/groups/bcub.bd,,False,122168846363436,False,2025-12-29T20:57:59.033129+00:00,2025-12-30T18:56:07.138256+00:00,0.0,2.0,1.0,88.0,23.0,1.0,1.0,116,0,,,24,9,19,15,1,Al-Arafah Islami Bank,0,0,0.8889
7743,3780353968934748,3666,https://www.facebook.com/groups/bcub.bd/permalink/3780353968934748/,,"আমার দরকার ৩টা জিনিস:  🔷 ডলার ইউজ করা (অনলাইন পেমেন্ট/ভিসা কার্ড/এন্ডোর্সমেন্ট)  🔷 সেভিং  একাউন্ট  🔷 বিকাশ বা অন্যান্য MFS (নগদ, রকেট) এ সহজ ট্রান্সফার  এই তিনটা দিক বিবেচনায় আপনি কোন ব্যাংককে সেরা মনে করেন?  আপনার মতামত জানালে কৃতজ্ঞ থাকব। 🙏  #BracBank #CityBank #studentaccount #dollar",73,2,0,2025-12-20T20:27:48+00:00,1766262468,2025-12-30T18:56:07.721248+00:00,2025-12-30T18:56:07.721248+00:00,"['BRAC Bank PLC', 'City Bank', 'Dutch-Bangla Bank PLC']",BRAC Bank PLC|City Bank|Dutch-Bangla Bank PLC,3666,2248656405437853,Bank Card Users Of Bangladesh (BCUB)🇧🇩,https://www.facebook.com/groups/bcub.bd,,False,122168846363436,False,2025-12-29T20:57:59.033129+00:00,2025-12-30T18:56:07.138256+00:00,0.0,0.0,0.0,90.0,1.0,0.0,0.0,91,0,,,0,0,0,0,0,,0,0,0.0
3698,3784188038551341,3666,https://www.facebook.com/groups/bcub.bd/permalink/3784188038551341/,,পার্সোনাল লোন নেওয়ার প্রসেস টা কি? সিটি ব্যাংক থেকে প্লিজ তথ্য দিয়ে সহযোগিতা করবেন ধন্যবাদ,2,0,0,2025-12-25T08:29:38+00:00,1766651378,2025-12-29T20:57:59.279589+00:00,2025-12-30T18:56:07.721248+00:00,,,3666,2248656405437853,Bank Card Users Of Bangladesh (BCUB)🇧🇩,https://www.facebook.com/groups/bcub.bd,,False,122168846363436,False,2025-12-29T20:57:59.033129+00:00,2025-12-30T18:56:07.138256+00:00,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3,0,,,3,0,1,3,1,Prime Bank,0,0,1.5
7806,3774461372857341,3666,https://www.facebook.com/groups/bcub.bd/permalink/3774461372857341/,,"Dutch Bangla ব্যাংক কার্ড আর UCB ব্যাংক কার্ড ২ টাই হারাইয়া ফেলছি, ২ টাই আমার হাসবেন্ড এর সে এখন বাহিরে আছে। এখন করনীয় কি? কার্ড কিভাবে বের করবো? বা উনাকে ছাড়া কি কার্ড আমাকে দিবে?",4,0,0,2025-12-15T15:27:45+00:00,1765812465,2025-12-30T18:56:07.721248+00:00,2025-12-30T18:56:07.721248+00:00,['United Commercial Bank'],United Commercial Bank,3666,2248656405437853,Bank Card Users Of Bangladesh (BCUB)🇧🇩,https://www.facebook.com/groups/bcub.bd,,False,122168846363436,False,2025-12-29T20:57:59.033129+00:00,2025-12-30T18:56:07.138256+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,,,0,0,0,0,0,,0,0,0.0
7789,3776365662666912,3666,https://www.facebook.com/groups/bcub.bd/permalink/3776365662666912/,,কোন ব্যাংকের একাউন্টে মাসে সবচেয়ে বেশি রেমিটেন্স গ্রহণ করা যায় কোনো ঝামেলা ছাড়া।  কারো কি জানা আছে??,8,0,0,2025-12-16T10:53:01+00:00,1765882381,2025-12-30T18:56:07.721248+00:00,2025-12-30T18:56:07.721248+00:00,,,3666,2248656405437853,Bank Card Users Of Bangladesh (BCUB)🇧🇩,https://www.facebook.com/groups/bcub.bd,,False,122168846363436,False,2025-12-29T20:57:59.033129+00:00,2025-12-30T18:56:07.138256+00:00,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2,0,,,0,0,0,0,0,,0,0,0.0
7735,3780063522297126,3666,https://www.facebook.com/groups/bcub.bd/permalink/3780063522297126/,,"কিছু টাকা আটকে গেছে,  এখন ঢুকা যাচ্ছে না  হেল্প মি",0,0,0,2025-12-21T06:46:08+00:00,1766299568,2025-12-30T18:56:07.721248+00:00,2025-12-30T18:56:07.721248+00:00,,,3666,2248656405437853,Bank Card Users Of Bangladesh (BCUB)🇧🇩,https://www.facebook.com/groups/bcub.bd,,False,122168846363436,False,2025-12-29T20:57:59.033129+00:00,2025-12-30T18:56:07.138256+00:00,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3,0,,,0,0,0,0,0,,0,0,0.0
7721,3778470342456444,3666,https://www.facebook.com/groups/bcub.bd/permalink/3778470342456444/,,"আমি একটি Dual Currency কার্ড বানাতে চাচ্ছি।আমি স্টুডেন্ট।কিন্তু শুনেছি স্টুডেন্ট একাউন্ট খুললে ডলারের লিমিট কম থাকে।আমি নেটফ্লিক্স এর সাবস্ক্রিপশন,ফেসবুক বুস্ট,এপিক বা স্টিম থেকে গেম কেনা বা প্লে-স্টোর এর ট্রান্সেকশন এর জন্য ব্যাবহার করবো।মাঝে মাঝে বাহিরের দেশে Wise দিয়ে টাকা পাঠানোর জন্য ব্যাবহার করা লাগতে পারে।চার্জ ও সুবিধার দিক দিয়ে কোন কার্ডটা নিলে ভালো হবে? যাতে কোন দেশে ট্রাভেল করতে গেলেও সুবিধা নিতে পারি? ধন্যবাদ।",24,0,0,2025-12-21T06:52:14+00:00,1766299934,2025-12-30T18:56:07.721248+00:00,2025-12-30T18:56:07.721248+00:00,,,3666,2248656405437853,Bank Card Users Of Bangladesh (BCUB)🇧🇩,https://www.facebook.com/groups/bcub.bd,,False,122168846363436,False,2025-12-29T20:57:59.033129+00:00,2025-12-30T18:56:07.138256+00:00,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12,0,,,0,0,0,0,0,,0,0,0.0
7480,1214208774076341,7549,https://www.facebook.com/myebl/posts/pfbid02VMjrGcfPimdL96LyvwayvFehiXyVjb9e3KWEwiJhC2ddPtUJqL7Znpce5QSfzjSel,https://scontent-dus1-1.xx.fbcdn.net/v/t39.30808-6/555484658_1213326117497940_2744939636591565250_n.jpg?stp=dst-jpg_s640x640_tt6&_nc_cat=102&ccb=1-7&_nc_sid=127cfc&_nc_ohc=QJgt9Xg1DHMQ7kNvwH4FjCY&_nc_oc=Adn6M-InfgG3vbF1xjaMH_iqfyinan1tBtMRndsZobYkYYG8y539EAKzI5KGpDNaZk8&_nc_zt=23&_nc_ht=scontent-dus1-1.xx&_nc_gid=r31iDAQ7Mgn3GxjFwfbyNQ&oh=00_AfkhBXALNumUJgt3pmtuapHWPgNU875SPS0ziAE2Uygvig&oe=6959CCFD,"Enjoy 10% Cashback on QR Transactions with EBL Visa Credit and Debit Cards  Offer valid till November 30 , 2025  For more details, please visit: https://ebl.com.bd/visa-bangla-qr-cashback",282,27,1,2025-10-01T12:00:58+00:00,1759320058,2025-12-30T15:35:36.699799+00:00,2025-12-30T15:35:36.699799+00:00,['Eastern Bank PLC'],Eastern Bank PLC,7549,100064616892803,Eastern Bank PLC.,https://www.facebook.com/myebl,https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-1/377701569_693346076162616_4504459646302753981_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=1&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=D8fgd0EKiXAQ7kNvwFPxral&_nc_oc=AdnFBcf1Z5jTwvVVWJGaRFr9H6xhI8rBmfBLwJ86sxBN2D7iODew2jLo6FiyF1BhUjuzyfjiZU7miN0XPhdb6wnK&_nc_zt=24&_nc_ht=scontent-fra5-1.xx&_nc_gid=Xm1bJADhjJ3U9dbla7P2_Q&oh=00_AfleS95qDQ9RFTFfs1fFKnIDerrgfMyCdrQi9o_t6is6Yw&oe=6959BF28,False,125446737509135,True,2025-12-30T15:35:36.598099+00:00,2025-12-30T15:47:26.803514+00:00,5.0,45.0,2.0,8557.0,404.0,1.0,3.0,9017,1,https://scontent-dus1-1.xx.fbcdn.net/v/t39.30808-6/555484658_1213326117497940_2744939636591565250_n.jpg?stp=dst-jpg_s640x640_tt6&_nc_cat=102&ccb=1-7&_nc_sid=127cfc&_nc_ohc=QJgt9Xg1DHMQ7kNvwH4FjCY&_nc_oc=Adn6M-InfgG3vbF1xjaMH_iqfyinan1tBtMRndsZobYkYYG8y539EAKzI5KGpDNaZk8&_nc_zt=23&_nc_ht=scontent-dus1-1.xx&_nc_gid=r31iDAQ7Mgn3GxjFwfbyNQ&oh=00_AfkhBXALNumUJgt3pmtuapHWPgNU875SPS0ziAE2Uygvig&oe=6959CCFD,Other,149,28,2,138,1,Eastern Bank PLC,0,0,0.5284
3714,3783927315244080,3666,https://www.facebook.com/groups/bcub.bd/permalink/3783927315244080/,,কোন ব্যাংকের এ্যাপস থেকে লোন নেয়া যায়,16,1,0,2025-12-25T07:35:24+00:00,1766648124,2025-12-29T20:57:59.279589+00:00,2025-12-30T18:56:07.721248+00:00,,,3666,2248656405437853,Bank Card Users Of Bangladesh (BCUB)🇧🇩,https://www.facebook.com/groups/bcub.bd,,False,122168846363436,False,2025-12-29T20:57:59.033129+00:00,2025-12-30T18:56:07.138256+00:00,0.0,1.0,0.0,38.0,0.0,1.0,0.0,40,0,,,14,11,7,11,1,BRAC Bank PLC|City Bank,0,0,0.875
7549,3787940331509445,3666,https://www.facebook.com/groups/bcub.bd/permalink/3787940331509445/,,"সিটি ব্যাংকের Amex ক্রেডিট কার্ড close এর জন্য আবেদন করছি FDR এ নেওয়া ছিল, এটা close হতে কতদিন লাগে? এবং Platinum নিতে চাইতেছি big FDR করে কেমন হবে? আমার সুবিধা B1G2/3 এমন অফার লাগবে, আগের নরমাল কার্ডে নাই তাই বন্ধের জন্য আবেদন করলাম।",17,0,0,2025-12-30T07:18:35+00:00,1767079115,2025-12-30T18:56:07.721248+00:00,2025-12-30T18:56:07.721248+00:00,['American Express'],American Express,3666,2248656405437853,Bank Card Users Of Bangladesh (BCUB)🇧🇩,https://www.facebook.com/groups/bcub.bd,,False,122168846363436,False,2025-12-29T20:57:59.033129+00:00,2025-12-30T18:56:07.138256+00:00,0.0,1.0,0.0,18.0,4.0,0.0,0.0,23,0,,,17,1,16,10,0,,0,0,1.0
7769,3777696895867122,3666,https://www.facebook.com/groups/bcub.bd/permalink/3777696895867122/,,"ছোট অনলাইন বিজনেস। সাধারন লেনদেনের জন‍্য কোন ব‍্যাংকে একাউন্ট খোলা ভালো হবে। কোনো ঝামেলাহীন, লিমিট ইস‍্যু না থাকে, চার্জ কম সার্ভিস ভালো, Duel Currency ATM Card support , যেন নিজের ইচ্ছেমতো লেনদেন করা যায় ।  কোন ব‍্যাংকে ভালো হবে।",29,0,0,2025-12-17T22:12:36+00:00,1766009556,2025-12-30T18:56:07.721248+00:00,2025-12-30T18:56:07.721248+00:00,,,3666,2248656405437853,Bank Card Users Of Bangladesh (BCUB)🇧🇩,https://www.facebook.com/groups/bcub.bd,,False,122168846363436,False,2025-12-29T20:57:59.033129+00:00,2025-12-30T18:56:07.138256+00:00,0.0,0.0,0.0,27.0,0.0,0.0,0.0,27,0,,,0,0,0,0,0,,0,0,0.0
7500,1261348516034485,7566,https://www.facebook.com/TheCityBank/posts/pfbid02uEFx9nGdc3pNZgbS4WCPQsKiBszBMUG9iwfmgY3VfX7R9bXGmkRAGBQG3AEGeJRl,https://scontent-dus1-1.xx.fbcdn.net/v/t39.30808-6/557675531_1261333326036004_4621284770280562789_n.jpg?stp=dst-jpg_p526x296_tt6&_nc_cat=101&ccb=1-7&_nc_sid=127cfc&_nc_ohc=EWMgaCR4xdMQ7kNvwHsyPcX&_nc_oc=AdnQgj6nOYWAnI8hI32GjrWLtN0Ww4OfVix8Stv-Rc-WVr8boevDzXXMLTw7i0-tOMjf-erLmojUOrT-GSyCslB2&_nc_zt=23&_nc_ht=scontent-dus1-1.xx&_nc_gid=3gaLtqDoxVJlmYlK6NKk7w&oh=00_AfmsqC_m2MHDhh5MzkGuSIFcK2_qDcomNsbrbevackksVA&oe=6959BA66,"Make your weekends more delicious! Enjoy 10% savings at Galito's when you pay with your City Bank American Express Platinum Reserve, Platinum or Gold Credit Card.  •⁠  ⁠The offer is valid every Friday and Saturday. •⁠  ⁠Minimum transaction amount is BDT 2,000.  #CityBank #AMEX",57,5,1,2025-10-08T17:38:05+00:00,1759945085,2025-12-30T16:06:46.488202+00:00,2025-12-30T16:06:46.488202+00:00,"['American Express', 'City Bank']",American Express|City Bank,7566,100064780443990,City Bank,https://www.facebook.com/TheCityBank,https://scontent-muc2-1.xx.fbcdn.net/v/t39.30808-1/448846040_895416019294405_1193270746606245069_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=1&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=jqY22vpq_SIQ7kNvwEwTcUM&_nc_oc=AdkCCOd5y_nqXuLnA0haWLECG9MCYaFbvKQUMUAUv9mtIDOSO2CpThAN1yjvm9NFk2wt3wideaQ0xhD_rAS8Cz_H&_nc_zt=24&_nc_ht=scontent-muc2-1.xx&_nc_gid=5NtprkYblrKEIHufypduPg&oh=00_AflZt1KCiUPf7Anx_NrJZR7YdlGB4MuCsxSS8UqaReSdAA&oe=6959ECA4,False,475307772504363,True,2025-12-30T15:57:49.257464+00:00,2025-12-30T16:32:52.53294+00:00,0.0,6.0,1.0,1888.0,129.0,0.0,0.0,2024,1,https://scontent-dus1-1.xx.fbcdn.net/v/t39.30808-6/557675531_1261333326036004_4621284770280562789_n.jpg?stp=dst-jpg_p526x296_tt6&_nc_cat=101&ccb=1-7&_nc_sid=127cfc&_nc_ohc=EWMgaCR4xdMQ7kNvwHsyPcX&_nc_oc=AdnQgj6nOYWAnI8hI32GjrWLtN0Ww4OfVix8Stv-Rc-WVr8boevDzXXMLTw7i0-tOMjf-erLmojUOrT-GSyCslB2&_nc_zt=23&_nc_ht=scontent-dus1-1.xx&_nc_gid=3gaLtqDoxVJlmYlK6NKk7w&oh=00_AfmsqC_m2MHDhh5MzkGuSIFcK2_qDcomNsbrbevackksVA&oe=6959BA66,Photo,0,0,0,0,0,,0,0,0.0
